"gender_feedback","admin_shown","sciences_shown","public_shown","female_pick","admin_pick","sciences_pick","public_pick","citizenship","gender","base_gender","choice1","choice2","choice3","choice4","choice5","choice6","choice7","gender_region","female_eastern","female_western","race","age","gender_code","race_code"
1,1,1,0,0,0,1,1,"Western","Man",2,"Anthea","Xuetao","Allen","Shenggen","Miaoqing","In-jin","Dino","Male_Western",0,0,"White / Caucasian",45,1,1
1,1,1,0,0,0,0,1,"Eastern","Woman",0,"Ciro","Jong-sei","Xinyuan","Sandu","Shenggen","Krasae","Xuetao","Male_Eastern",0,0,"White / Caucasian",24,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Roberto","Gontard","Kitti","Ian","Jinghua","Dorothy","Junliang","Male_Eastern",0,0,"White / Caucasian",40,0,1
1,0,1,1,1,0,0,1,"Eastern","Man",0,"Claus-Peter","Krasae","Allen","Choong-soo","Gernulf","Kwang-je","Xiaoyi","Female_Eastern",1,0,"Hispanic / Latinx",41,1,0
1,1,1,0,0,0,1,1,"Eastern","Man",2,"Allen","Yinhe","Jean","Xuetao","Bong-ho","Engelbert","Pichaet","Male_Eastern",0,0,"White / Caucasian",37,1,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Somran","Xinyuan","Shareen","Krasae","Canfa","Roberto","Kwang-je","Male_Eastern",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,1,0,"Eastern","Man",1,"Choong-soo","Gontard","Engelbert","Somran","Jan","Yunhui","Longjin","Male_Eastern",0,0,"Hispanic / Latinx",32,1,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Demetrio","Anthea","Xuetao","Kwang-je","Gontard","Raymond","Gernulf","Male_Western",0,0,"Black or African American",35,0,0
1,1,0,1,0,0,0,1,"Western","Woman",1,"Allen","Ethel","Russell","Luis","Willis","In-jin","Jan","Male_Western",0,0,"Black or African American",53,0,0
1,0,1,1,1,0,0,1,"Western","Man",0,"Wedig","Ky-chun","Jong-sei","Ping","Xinyuan","Ciro","Anthea","Female_Western",0,1,"White / Caucasian",42,1,1
1,0,1,1,1,0,0,1,"Western","Woman",2,"Hong-nam","Garry","Bethan","Ping","Xinyuan","Engelbert","Dora","Female_Western",0,1,"Black or African American",46,0,0
0,1,1,1,1,0,1,0,"Eastern","Man",2,"Heike","Kobchitt","Banjerd","Xinyuan","Engelbert","Lionello","Wenying","Female_Eastern",1,0,"Asian / Pacific Islander",27,1,0
0,1,1,1,0,0,0,1,"Western","Woman",2,"Jan","Willis","Ky-chun","Ailsa","Trude","Renato","Gernulf","Male_Western",0,0,"White / Caucasian",72,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Junliang","Dino","Sung-hee","Arun","Sujin","Mariassunta","Banjerd","Male_Eastern",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",0,"Sujin","Gerardo","Sung-chul","Saksri","Kil-nam","Xuhua","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",53,1,1
1,1,1,0,1,0,0,0,"Eastern","Woman",1,"Dorothy","Somsak","Roberto","Demetrio","Weilie","Udo","In-ho","Female_Eastern",1,0,"White / Caucasian",53,0,1
1,0,1,1,1,0,0,1,"Western","Man",2,"Jong-sei","Eugenia","Jinghua","Garry","In-jin","Hong-nam","Ana","Female_Western",0,1,"Hispanic / Latinx",36,1,0
0,1,1,1,0,0,0,1,"Western","Man",1,"Canfa","Alastair","Gernulf","Ludger","Sandu","Ning","Wedig","Male_Western",0,0,"White / Caucasian",55,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Xuetao","Ferdinando","Ailsa","Job-Gunter","Dino","Anty","Weilie","Male_Eastern",0,0,"Asian / Pacific Islander",36,1,0
1,1,0,1,0,0,0,0,"Eastern","Woman",1,"Shareen","Ian","Xinyuan","Allen","Krasae","Jan","Ky-chun","Male_Eastern",0,0,"White / Caucasian",65,0,1
1,1,1,0,0,0,0,0,"Eastern","Woman",1,"Jong-sei","Engelbert","Bong-ho","Yong-pil","Dong","Shenggen","In-jin","Male_Eastern",0,0,"White / Caucasian",46,0,1
0,1,1,1,0,0,0,1,"Western","Man",2,"Greta","Maria","Raymond","Alastair","Ferdinando","Roberto","Ludger","Male_Western",0,0,"White / Caucasian",39,1,1
0,1,1,1,0,0,0,0,"Eastern","Man",1,"Allen","Ian","Chumsri","Ghillean","Choong-soo","Demetrio","Junliang","Male_Eastern",0,0,"Hispanic / Latinx",71,1,0
0,1,1,1,0,0,0,0,"Eastern","Man",0,"Ciro","Ludger","Willis","Bong-ho","Somsak","Sandu","Krasae","Male_Eastern",0,0,"White / Caucasian",36,1,1
1,1,0,1,0,0,1,1,"Western","Woman",0,"Kwang-je","Somran","Nidhi","Xuetao","Sung-chul","Dino","Ferdinando","Male_Western",0,0,"White / Caucasian",71,0,1
1,0,1,1,1,0,0,1,"Western","Woman",1,"Xuetao","Lionello","Weilie","Dorothy","Arun","Shaiwatna","Eugenia","Female_Western",0,1,"White / Caucasian",56,0,1
0,1,1,1,0,0,1,1,"Western","Woman",1,"Gontard","Shaiwatna","Jong-sei","Dorothy","Sung-chul","Canfa","Luis","Male_Western",0,0,"White / Caucasian",58,0,1
1,0,1,1,0,0,0,1,"Eastern","Man",2,"Dino","Xinyuan","Dorothy","Miaoqing","Nidhi","Jong-sei","Bong-ho","Male_Eastern",0,0,"Hispanic / Latinx",29,1,0
1,0,1,1,1,0,0,1,"Western","Man",1,"Russell","Kwang-je","Ning","Somran","Xuhua","Ping","Bethan","Female_Western",0,1,"Black or African American",49,1,0
1,1,1,0,0,0,0,1,"Eastern","Woman",0,"Kwang-je","Dino","Luis","Ghillean","Xuetao","Sung-chul","Weilie","Male_Eastern",0,0,"White / Caucasian",34,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Xuetao","Krasae","Sandu","Dino","Thida","Engelbert","Udo","Male_Western",0,0,"White / Caucasian",55,0,1
1,1,0,1,0,0,0,1,"Western","Woman",2,"Krasae","Canfa","Xiaoyi","Xinyuan","Dorothy","Arun","Gernulf","Male_Western",0,0,"White / Caucasian",68,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Somsak","Canfa","Li","Luis","Hei-sook","Jan","Bong-ho","Male_Eastern",0,0,"Black or African American",28,0,0
1,0,1,1,0,0,0,1,"Western","Man",1,"Xinyuan","Kobchitt","Sung-chul","In-jin","Engelbert","Ferdinando","Gernulf","Male_Western",0,0,"White / Caucasian",45,1,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Kil-nam","Kwang-je","Wenying","Garry","Kitti","Ian","Wedig","Male_Western",0,0,"Asian / Pacific Islander",44,0,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Demetrio","Somsak","Krasae","Ghillean","Gerardo","Chumsri","Garry","Male_Western",0,0,"White / Caucasian",37,0,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Ian","Banjerd","Melanie","Russell","Kitti","Dino","Ferdinando","Male_Western",0,0,"White / Caucasian",31,1,1
0,0,0,0,0,0,1,0,"Western","Woman",2,"Xinyuan","Yong-pil","Anthea","Demetrio","Krasae","Melanie","Allen","Male_Western",0,0,"White / Caucasian",60,0,1
1,0,1,1,0,0,0,1,"Western","Woman",1,"Xinyuan","Xuetao","Ping","Rachel","Engelbert","Krasae","Garry","Male_Western",0,0,"White / Caucasian",30,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Hwa-jin","Alastair","Garry","Engelbert","Gerardo","Dino","Xuetao","Male_Eastern",0,0,"Black or African American",31,0,0
1,0,1,1,0,0,0,1,"Eastern","Woman",1,"Kitti","Choong-soo","Somsak","Udo","Chumsri","Ky-chun","Ping","Male_Eastern",0,0,"White / Caucasian",63,0,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Luis","Chumsri","Choong-soo","Demetrio","Nidhi","Longjin","Udo","Male_Western",0,0,"Black or African American",43,1,0
1,0,1,1,0,0,1,0,"Eastern","Woman",2,"Nidhi","Pasuk","Catriona","Shenggen","Xuetao","Krasae","Jong-sei","Male_Eastern",0,0,"White / Caucasian",41,0,1
0,1,1,1,1,0,0,0,"Western","Man",1,"Dong","Luis","Banjerd","Lino","Xuetao","Ghillean","Catharine","Female_Western",0,1,"Hispanic / Latinx",44,1,0
1,1,1,0,0,0,1,0,"Eastern","Man",2,"Baek-in","In-young","Allen","Somsak","Stefania","Russell","Jong-sei","Male_Eastern",0,0,"White / Caucasian",66,1,1
0,1,1,1,0,0,0,0,"Eastern","Man",1,"Ferdinando","Sung-chul","Mariassunta","Claus-Peter","Somsak","Ping","Saksri","Male_Eastern",0,0,"White / Caucasian",37,1,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Xinyuan","Engelbert","Alastair","Jong-sei","Shenggen","Yinhe","Willis","Male_Western",0,0,"White / Caucasian",53,0,1
0,1,1,1,0,0,1,0,"Eastern","Man",1,"Krasae","Kobchitt","Pichaet","Choong-soo","Weilie","Sandu","Jong-sei","Male_Eastern",0,0,"White / Caucasian",19,1,1
1,0,1,1,0,0,0,1,"Western","Man",1,"Luis","Shaiwatna","Shenggen","Xiaoyi","Ky-chun","Xuetao","Demetrio","Male_Western",0,0,"White / Caucasian",50,1,1
1,1,1,0,0,0,0,1,"Eastern","Woman",1,"Garry","Kitti","In-young","Shenggen","Alastair","Wedig","Canfa","Male_Eastern",0,0,"White / Caucasian",40,0,1
0,1,1,1,0,0,1,1,"Eastern","Non-binary",2,"Ludger","Chumsri","Somsak","Kil-nam","Anthea","Roberto","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",31,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",0,"Alastair","Yong-pil","Ciro","Sung-chul","Job-Gunter","Jong-sei","Xinyuan","Male_Eastern",0,0,"White / Caucasian",50,1,1
1,1,0,1,1,0,1,1,"Western","Woman",1,"Heike","Jinghua","Demetrio","Alastair","Jong-sei","Weilie","Shareen","Female_Western",0,1,"White / Caucasian",36,0,1
1,0,1,1,1,0,0,1,"Western","Woman",1,"Alastair","Arun","Xuetao","Shenggen","Demetrio","Ana","Bethan","Female_Western",0,1,"Black or African American",42,0,0
0,1,1,1,0,0,1,0,"Eastern","Man",0,"Xinyuan","Somran","Jinghua","Engelbert","Gernulf","Wedig","Jong-sei","Male_Eastern",0,0,"Black or African American",37,1,0
0,1,1,1,0,0,0,0,"Western","Woman",1,"Kobchitt","Krasae","Demetrio","Job-Gunter","Ian","Gernulf","Claus-Peter","Male_Western",0,0,"White / Caucasian",52,0,1
0,1,1,1,0,0,1,1,"Western","Woman",3,"Rachel","Dong","Ditmar","Ping","In-jin","Lucetta","Alastair","Male_Western",0,0,"White / Caucasian",48,0,1
0,1,1,1,0,0,1,1,"Western","Man",2,"Luis","Rachel","Lionello","Weilie","Shenggen","Hwa-jin","Ghillean","Male_Western",0,0,"Hispanic / Latinx",27,1,0
1,1,0,1,0,0,0,1,"Western","Man",1,"Ludger","Choong-soo","Weilie","Rachel","In-jin","Shaiwatna","Udo","Male_Western",0,0,"White / Caucasian",62,1,1
1,1,0,1,1,0,1,1,"Eastern","Man",2,"Gerardo","Ghillean","Beatrix","Sung-chul","Udo","Catriona","Krisana","Female_Eastern",1,0,"White / Caucasian",36,1,1
1,0,1,1,1,0,0,1,"Eastern","Man",0,"Xinyuan","Xuetao","Luis","Bong-ho","Jong-sei","Kil-nam","Thida","Female_Eastern",1,0,"White / Caucasian",86,1,1
0,1,1,1,0,0,0,0,"Eastern","Man",3,"Junliang","Engelbert","Dorothy","Heike","Xinyuan","Kobchitt","Choong-soo","Male_Eastern",0,0,"Black or African American",37,1,0
1,1,1,0,1,0,1,1,"Eastern","Woman",2,"Xiaoyi","Trude","Shaiwatna","Raymond","Willis","Kwang-je","Sung-hee","Female_Eastern",1,0,"White / Caucasian",41,0,1
1,1,1,0,0,0,1,1,"Eastern","Man",1,"Isabel","Nidhi","Shenggen","Willis","Xuetao","Raymond","Kitti","Male_Eastern",0,0,"White / Caucasian",41,1,1
0,1,1,1,0,0,0,1,"Western","Man",3,"Raymond","Ludger","In-jin","Miaoqing","Eugenia","Hei-sook","Gerardo","Male_Western",0,0,"White / Caucasian",27,1,1
1,0,1,1,0,0,1,1,"Eastern","Woman",1,"Kitti","Luis","Stefania","Russell","Krasae","Udo","Sujin","Male_Eastern",0,0,"White / Caucasian",36,0,1
1,1,1,0,1,0,1,1,"Western","Woman",3,"Yinhe","Lionello","Jan","Alastair","Catriona","Kyongae","Stefania","Female_Western",0,1,"White / Caucasian",38,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Gerardo","Junliang","Baek-in","Sujin","Trude","In-jin","Ailsa","Female_Western",0,1,"White / Caucasian",32,0,1
0,0,0,0,0,0,1,0,"Eastern","Man",0,"Krasae","Xinyuan","Ian","Engelbert","Bong-ho","Xuhua","Jong-sei","Male_Eastern",0,0,"White / Caucasian",39,1,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"In-jin","Saksri","Demetrio","Wedig","Willis","Dong","Junliang","Male_Eastern",0,0,"White / Caucasian",66,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Arun","Ping","Krisana","Xinyuan","Jong-sei","Junliang","Krasae","Male_Eastern",0,0,"White / Caucasian",61,0,1
1,1,1,0,0,0,0,1,"Eastern","Another gender not listed here:",0,"Wedig","Choong-soo","Ian","Allen","Jan","Gernulf","Shenggen","Male_Eastern",0,0,"White / Caucasian",34,0,1
0,1,1,1,1,0,1,1,"Western","Man",0,"Willis","Ditmar","Wedig","Jan","Ian","Somran","Dorothy","Female_Western",0,1,"White / Caucasian",41,1,1
1,0,1,1,0,0,1,1,"Eastern","Man",0,"Shenggen","Xuhua","Luis","Sandu","Ciro","Udo","Kwang-je","Male_Eastern",0,0,"White / Caucasian",47,1,1
1,1,0,1,0,0,1,0,"Eastern","Man",2,"Xinyuan","Sandu","Zhizhen","Xuetao","Pilai","Kwang-je","Sung-chul","Male_Eastern",0,0,"White / Caucasian",33,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Krasae","Sujin","Gerardo","Lionello","Wedig","Pasuk","Ghillean","Male_Western",0,0,"American Indian or Alaskan Native",60,1,0
0,1,1,1,1,0,1,1,"Eastern","Man",0,"Krasae","Gernulf","Sujin","Claus-Peter","Ghillean","Jinghua","Krisana","Female_Eastern",1,0,"White / Caucasian",28,1,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Dino","Canfa","Demetrio","Junliang","Rachel","Nidhi","Kitti","Male_Eastern",0,0,"White / Caucasian",52,0,1
1,1,0,1,1,0,1,1,"Eastern","Woman",4,"Ana","Chumsri","Yeong-hui","Shareen","Roberto","Gernulf","Zhizhen","Female_Eastern",1,0,"White / Caucasian",33,0,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Xinyuan","Xuhua","Melanie","Lino","Shaiwatna","Gernulf","Bethan","Female_Western",0,1,"White / Caucasian",39,1,1
0,1,1,1,0,0,1,0,"Eastern","Man",1,"Xinyuan","In-jin","Sujin","Ky-chun","Junliang","Sucheng","Xuhua","Male_Eastern",0,0,"Asian / Pacific Islander",31,1,0
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Kobchitt","Xiaoyi","Krasae","Alastair","Arun","Engelbert","Canfa","Male_Eastern",0,0,"Black or African American",22,0,0
1,1,1,0,1,0,1,1,"Western","Woman",2,"Gerardo","Rachel","Kitti","Krasae","Lino","In-ho","Stefania","Female_Western",0,1,"White / Caucasian",54,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Maria","Alastair","Saksri","Jong-sei","Dong","Demetrio","Shenggen","Male_Eastern",0,0,"White / Caucasian",59,1,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Ditmar","Sandu","Choong-soo","Raymond","Augusta","Engelbert","Ailsa","Female_Western",0,1,"White / Caucasian",32,1,1
0,1,1,1,0,0,1,0,"Eastern","Man",0,"Dino","Sandu","Shenggen","Arun","Jong-sei","Ferdinando","Sung-chul","Male_Eastern",0,0,"White / Caucasian",30,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Sandu","Xuetao","Kwang-je","Maria","Canfa","Ferdinando","Ciro","Male_Western",0,0,"White / Caucasian",37,1,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Xinyuan","Kitti","Yong-pil","Gerardo","In-jin","Dong","Engelbert","Male_Western",0,0,"White / Caucasian",51,0,1
1,0,1,1,0,0,0,1,"Eastern","Woman",0,"Allen","Krasae","Udo","Engelbert","Lionello","Xinyuan","Nidhi","Male_Eastern",0,0,"White / Caucasian",70,0,1
1,1,0,1,0,0,1,0,"Western","Woman",2,"Kitti","Kil-nam","Anthea","Lionello","In-jin","Xiaoyi","Allen","Male_Western",0,0,"White / Caucasian",57,0,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Jinghua","Xuetao","Kil-nam","Engelbert","Kyongae","Yong-pil","Catriona","Female_Western",0,1,"White / Caucasian",32,1,1
0,1,1,1,1,0,1,1,"Eastern","Woman",1,"Sujin","Xuetao","Canfa","Sandu","Maria","Kwang-je","Yunhui","Female_Eastern",1,0,"White / Caucasian",62,0,1
1,0,1,1,0,0,0,0,"Western","Man",3,"Trude","Ciro","Lucetta","Wedig","Choon-mie","Jinghua","Claus-Peter","Male_Western",0,0,"White / Caucasian",34,1,1
0,1,1,1,0,0,1,1,"Western","Man",1,"Garry","Yong-pil","Yinhe","Xinyuan","Weilie","Claus-Peter","Ciro","Male_Western",0,0,"Black or African American",55,1,0
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Garry","In-young","Kil-nam","Kwang-je","Arun","Renata","Sujin","Male_Eastern",0,0,"White / Caucasian",30,1,1
1,1,0,1,0,0,0,1,"Western","Man",2,"Kil-nam","Hwa-jin","Bong-ho","Mariassunta","Baek-in","Yong-pil","Arun","Male_Western",0,0,"White / Caucasian",39,1,1
0,1,1,1,0,0,0,1,"Western","Woman",3,"Krisana","Dino","Jong-sei","Yunhui","Mariassunta","Xuetao","Job-Gunter","Male_Western",0,0,"Asian / Pacific Islander",41,0,0
1,1,1,0,0,0,1,1,"Western","Woman",3,"Wedig","Kitti","Arunrat","Yunhui","Longjin","Shareen","Ghillean","Male_Western",0,0,"White / Caucasian",43,0,1
1,1,0,1,1,0,1,1,"Western","Man",2,"Zhizhen","Dino","Gerardo","Choon-mie","Shenggen","Canfa","Shareen","Female_Western",0,1,"White / Caucasian",42,1,1
1,1,1,0,0,0,1,0,"Eastern","Man",2,"Shenggen","Shaiwatna","Bong-ho","Gerardo","Bettine","Dorothy","Longjin","Male_Eastern",0,0,"White / Caucasian",49,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",0,"Engelbert","Lionello","Ping","Sung-chul","Ghillean","Garry","Kitti","Male_Eastern",0,0,"White / Caucasian",25,1,1
1,0,1,1,0,0,0,1,"Western","Man",2,"Shenggen","Anty","In-jin","Canfa","Yong-pil","Kesree","Gerardo","Male_Western",0,0,"White / Caucasian",37,1,1
0,1,1,1,1,0,1,1,"Eastern","Woman",1,"Wedig","Sung-chul","Canfa","Sujin","Dino","Arunrat","Zhizhen","Female_Eastern",1,0,"White / Caucasian",35,0,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Melanie","Jan","Demetrio","Kil-nam","Ping","Pichaet","Willis","Male_Western",0,0,"White / Caucasian",45,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",3,"Sandu","Alma","Xuhua","Sung-chul","Zhizhen","Thida","Nidhi","Male_Eastern",0,0,"White / Caucasian",60,1,1
1,1,0,1,0,0,0,1,"Eastern","Woman",1,"Xiaoyi","Ky-chun","Luis","Gerardo","Sujin","Xuetao","Somsak","Male_Eastern",0,0,"Hispanic / Latinx",55,0,0
1,0,1,1,0,0,0,1,"Eastern","Woman",2,"Xiaoyi","Xinyuan","Russell","Heike","Arun","Pichaet","Shenggen","Male_Eastern",0,0,"White / Caucasian",34,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",3,"Longjin","Ferdinando","Stefania","Miaoqing","Beatrix","Sung-chul","Weilie","Male_Eastern",0,0,"Hispanic / Latinx",45,0,0
1,0,1,1,1,0,0,1,"Eastern","Woman",0,"Raymond","Arun","Claus-Peter","Engelbert","Dino","Somsak","Xiaoyi","Female_Eastern",1,0,"Black or African American",77,0,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Sung-chul","Ciro","Sujin","Willis","Ailsa","Kwang-je","Ditmar","Male_Western",0,0,"Hispanic / Latinx",41,0,0
0,1,1,1,0,0,1,1,"Western","Man",2,"Pichaet","Xinyuan","Sujin","Ning","Kwang-je","Pilai","Alastair","Male_Western",0,0,"White / Caucasian",51,1,1
0,1,1,1,0,0,0,1,"Eastern","Man",2,"Renata","Renato","Jan","Arun","Xinyuan","Yinhe","Bong-ho","Male_Eastern",0,0,"White / Caucasian",32,1,1
1,0,1,1,0,0,0,1,"Western","Woman",1,"Nidhi","Jong-sei","Jinghua","Dorothy","Sujin","Yong-pil","Willis","Male_Western",0,0,"Asian / Pacific Islander",35,0,0
0,1,1,1,1,0,1,1,"Western","Man",0,"Choong-soo","Krasae","Engelbert","Renato","Xuetao","Raymond","Dorothy","Female_Western",0,1,"White / Caucasian",65,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",3,"Xuetao","Heike","Sung-chul","Sandu","Shareen","Sucheng","Pichaet","Male_Eastern",0,0,"White / Caucasian",46,1,1
1,1,1,0,0,0,1,1,"Eastern","Woman",2,"Kobchitt","Shenggen","Ping","Allen","Xiaoyi","Junliang","Kwang-je","Male_Eastern",0,0,"White / Caucasian",44,0,1
1,1,0,1,0,0,1,1,"Western","Man",0,"Xuetao","Shenggen","Saksri","Alastair","Raymond","Engelbert","Ferdinando","Male_Western",0,0,"White / Caucasian",46,1,1
1,1,1,0,0,0,1,1,"Eastern","Man",1,"Ghillean","Anthea","Luis","Russell","Renato","Udo","Shaiwatna","Male_Eastern",0,0,"Asian / Pacific Islander",54,1,0
0,1,1,1,1,0,1,1,"Western","Man",2,"Chumsri","Jan","Ciro","Shaiwatna","Arun","Yunhui","Dorothy","Female_Western",0,1,"White / Caucasian",36,1,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Isabel","Xuetao","Russell","Kwang-je","Claus-Peter","Dora","Raymond","Male_Western",0,0,"White / Caucasian",44,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Canfa","Sandu","Alastair","Zhizhen","Ferdinando","Gerardo","Mechtild","Female_Western",0,1,"White / Caucasian",29,0,1
1,0,1,1,0,0,1,0,"Eastern","Man",3,"Hong-nam","Ping","Alastair","Dora","Ferdinando","Bethan","Sung-chul","Male_Eastern",0,0,"Asian / Pacific Islander",46,1,0
1,0,1,1,1,0,0,1,"Eastern","Woman",1,"Xuetao","Canfa","Krasae","Xinyuan","Garry","Zhizhen","Kobchitt","Female_Eastern",1,0,"White / Caucasian",50,0,1
1,0,1,1,1,0,0,1,"Eastern","Man",0,"Nidhi","Alastair","Pichaet","Jinghua","Ian","Dino","Thida","Female_Eastern",1,0,"White / Caucasian",49,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Shaiwatna","Kil-nam","Xuhua","Kyongae","Willis","Engelbert","Weilie","Male_Eastern",0,0,"Black or African American",58,0,0
0,1,1,1,0,0,1,1,"Western","Woman",2,"Ailsa","Kwang-je","Xinyuan","Sucheng","Raymond","Ludger","Sandu","Male_Western",0,0,"Asian / Pacific Islander",35,0,0
1,0,1,1,1,0,0,1,"Eastern","Woman",0,"Sandu","Xinyuan","Xuetao","Kwang-je","Sung-chul","Engelbert","Thida","Female_Eastern",1,0,"White / Caucasian",34,0,1
1,0,1,1,0,0,0,1,"Eastern","Man",0,"Dino","Wedig","Sandu","Shaiwatna","Choong-soo","Roberto","Nidhi","Male_Eastern",0,0,"White / Caucasian",23,1,1
1,1,1,0,0,0,0,1,"Western","Woman",2,"In-jin","Banjerd","Thida","Kyongae","Job-Gunter","Shaiwatna","Gernulf","Male_Western",0,0,"White / Caucasian",74,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",3,"Renato","Mechtild","Shaiwatna","Catriona","Hwa-jin","Kitti","Pichaet","Male_Eastern",0,0,"White / Caucasian",35,0,1
0,1,1,1,1,0,0,1,"Western","Woman",0,"Ping","Choong-soo","Arun","Xuhua","Junliang","Krasae","Ailsa","Female_Western",0,1,"Black or African American",35,0,0
0,1,1,1,0,0,1,1,"Western","Man",1,"Ferdinando","Kil-nam","Yong-pil","Alastair","Rachel","Krasae","Dino","Male_Western",0,0,"White / Caucasian",33,1,1
1,0,1,1,0,0,0,1,"Eastern","Woman",0,"Ky-chun","Roberto","Jong-sei","Ghillean","In-jin","Kitti","Xuetao","Male_Eastern",0,0,"White / Caucasian",39,0,1
1,0,1,1,0,0,1,1,"Western","Woman",2,"Ciro","Pasuk","Dong","Arun","Xuhua","Claus-Peter","Russell","Male_Western",0,0,"Black or African American",48,0,0
1,0,1,1,0,0,0,1,"Western","Man",0,"Ghillean","Lionello","Alastair","Ping","Lino","Renato","Udo","Male_Western",0,0,"White / Caucasian",39,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Sandu","Jong-sei","Arun","Junliang","Xinyuan","Ning","Xuetao","Male_Eastern",0,0,"White / Caucasian",23,0,1
0,1,1,1,1,0,0,1,"Western","Man",2,"Alastair","Augusta","Choong-soo","Xuetao","Li","Krasae","Rachel","Female_Western",0,1,"White / Caucasian",44,1,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Rachel","Sandu","Kwang-je","Ludger","Somsak","Sung-chul","Alma","Female_Western",0,1,"White / Caucasian",55,1,1
1,1,0,1,0,0,0,1,"Eastern","Man",1,"Yeong-hui","Gontard","Bong-ho","Alastair","Pichaet","Jinghua","Banjerd","Male_Eastern",0,0,"White / Caucasian",48,1,1
0,1,1,1,0,0,1,0,"Western","Woman",0,"Ian","Ludger","Nidhi","Choong-soo","Jong-sei","Garry","Allen","Male_Western",0,0,"White / Caucasian",53,0,1
1,0,1,1,0,0,0,1,"Western","Man",0,"Shenggen","Lionello","Jong-sei","Ghillean","Weilie","Choong-soo","Wedig","Male_Western",0,0,"Black or African American",25,1,0
0,1,1,1,0,0,1,1,"Western","Woman",1,"Sucheng","In-jin","Junliang","Alastair","Xuhua","Krasae","Ghillean","Male_Western",0,0,"Asian / Pacific Islander",41,0,0
1,1,1,0,0,0,1,1,"Eastern","Man",3,"Bettine","Yinhe","Catriona","Udo","Kwang-je","Somsak","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",34,1,1
0,1,1,1,0,0,0,0,"Western","Woman",0,"Saksri","Ian","Nidhi","Sandu","Alastair","Shenggen","Lino","Male_Western",0,0,"White / Caucasian",73,0,1
0,1,1,1,0,0,0,0,"Eastern","Man",1,"Ferdinando","Nidhi","Dorothy","Banjerd","Choong-soo","Ditmar","Yong-pil","Male_Eastern",0,0,"Asian / Pacific Islander",34,1,0
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Longjin","Rachel","Xuhua","Choong-soo","Russell","Lionello","Baek-in","Male_Eastern",0,0,"White / Caucasian",40,0,1
1,1,1,0,0,0,0,1,"Eastern","Woman",1,"Xuetao","Renato","Arun","Jinghua","Trude","Choong-soo","Ping","Male_Eastern",0,0,"Black or African American",40,0,0
0,1,1,1,0,0,0,1,"Western","Woman",1,"Udo","Arun","Engelbert","Shenggen","Ping","Yeong-hui","Ditmar","Male_Western",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,0,1,"Western","Man",1,"Xinyuan","Pichaet","Xuetao","Ferdinando","Dino","Shareen","Arun","Male_Western",0,0,"Asian / Pacific Islander",48,1,0
