"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,45,"South Korea","treat","Female","Male","Male","Male","Male","Male","Female","Male","Female","Male","Female","Female","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Kil-nam","Ludger","Kwang-je","Engelbert","Gerardo","Ky-chun","Anty","Bong-ho","Hei-sook","Xinyuan","Xuhua","Wedig","Ning","Udo","Xuetao","Jinghua","Dino","Trude","Renato","Ping","Roberto","Lino","Choong-soo","Job-Gunter",0
51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,"South Korea","control","Male","Unknown","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Ky-chun","Canfa","Gontard","Renato","Gerardo","Claus-Peter","In-ho","In-jin","Longjin","Ping","Sung-chul","Li","Job-Gunter","Ludger","Xuhua","Dino","Jong-sei","Demetrio","Xuetao","Roberto","Alma","Kil-nam","Heike","Gernulf",0.0416666666666667
52,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,42,"South Korea","treat","Male","Male","Female","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Female","Male","Female","Female","Male","Female","Male","Male","Male","Female","Female","Demetrio","Wedig","Jan","Choong-soo","Zhizhen","Luis","Claus-Peter","Job-Gunter","Weilie","Jinghua","Canfa","Gerardo","Trude","Anty","Hong-nam","Xinyuan","Baek-in","Lionello","Udo","Kil-nam","Sung-chul","Renato","Ky-chun","Xuetao",0
53,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,31,"South Korea","control","Unknown","Female","Female","Female","Female","Male","Male","Male","Female","Male","Male","Male","Male","Female","Female","Female","Male","Female","Female","Male","Female","Female","Female","Female","Baek-in","Lino","Jong-sei","Xuhua","Ciro","Udo","Luis","Canfa","Yong-pil","Eugenia","Job-Gunter","Gernulf","Ditmar","In-jin","Longjin","Zhizhen","Gerardo","Engelbert","Junliang","Ferdinando","Isabel","Xuetao","Sung-chul","Choon-mie",0.0416666666666667
54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,39,"South Korea","control","Female","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Female","Male","Male","Ping","Xinyuan","Kil-nam","Weilie","Longjin","Choong-soo","Roberto","Hwa-jin","Ciro","Gerardo","Xuhua","Dong","Bong-ho","Renato","Gernulf","In-jin","Demetrio","Heike","Job-Gunter","Ludger","Maria","Jan","Ditmar","Kwang-je",0
55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32,"South Korea","treat","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","In-young","Gernulf","Ky-chun","Lionello","Alma","Melanie","Kil-nam","Demetrio","Ferdinando","Jong-sei","Xuhua","Job-Gunter","Claus-Peter","Shenggen","Wedig","Luis","In-jin","Xuetao","Dino","Engelbert","Xinyuan","Jinghua","Yong-pil","Li",0.333333333333333
56,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,45,"South Korea","treat","Male","Female","Male","Female","Male","Male","Male","Female","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Male","Male","Male","Male","Unknown","Unknown","Female","Male","Male","Kwang-je","Jinghua","Ky-chun","Alma","Baek-in","Xuetao","Dino","Junliang","Claus-Peter","Weilie","Udo","Ditmar","Xuhua","Hei-sook","Choong-soo","Demetrio","Ciro","Ludger","Wedig","In-jin","Mechtild","Ning","Renato","Lino",0.25
57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,"South Korea","control","Male","Male","Male","Unknown","Male","Female","Unknown","Unknown","Male","Female","Male","Unknown","Female","Male","Male","Male","Male","Male","Male","Female","Unknown","Unknown","Unknown","Female","Yong-pil","Ferdinando","Luis","Ping","Renato","Xuhua","Junliang","Ludger","Sung-chul","Weilie","Jong-sei","Jinghua","Hwa-jin","Dino","Jan","Kwang-je","Gontard","Bong-ho","Engelbert","Augusta","Miaoqing","Claus-Peter","Lionello","Beatrix",0.291666666666667
58,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,32,"South Korea","treat","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Female","Female","Male","Dino","Hei-sook","Xuhua","Claus-Peter","Baek-in","Ciro","Wedig","Zhizhen","Engelbert","Roberto","Canfa","Sung-chul","Lionello","Kwang-je","Melanie","Jan","Choong-soo","Ping","Xuetao","Ky-chun","Udo","Lucetta","Jinghua","Ferdinando",0.625
59,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,28,"South Korea","treat","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Male","Female","Male","Male","Male","Female","Female","Female","Female","Male","Bettine","Udo","Ditmar","Gerardo","Claus-Peter","Kil-nam","Longjin","Lino","Weilie","Kwang-je","Jan","Yunhui","Bok-ryeo","Renato","Junliang","Canfa","Bong-ho","Sung-chul","Ludger","Luis","Baek-in","Ping","Augusta","Dino",0
60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,27,"South Korea","control","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Male","Female","Female","Male","Female","Female","Male","Male","Male","Male","Gontard","Lionello","Choong-soo","Xinyuan","Gernulf","Longjin","Sung-chul","Demetrio","Dora","In-jin","Jinghua","Engelbert","Bong-ho","Jong-sei","Claus-Peter","Junliang","Xuetao","Ferdinando","Melanie","Jan","Renato","Hong-nam","Yunhui","Lino",0
61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,39,"South Korea","control","Unknown","Male","Male","Unknown","Female","Male","Male","Male","Male","Unknown","Unknown","Male","Male","Female","Female","Unknown","Male","Male","Male","Male","Unknown","Male","Unknown","Female","Shenggen","Kwang-je","Claus-Peter","Miaoqing","Xuhua","Ferdinando","Ciro","In-ho","Renato","Xinyuan","Weilie","Kil-nam","Luis","Alma","Jan","Wedig","Lionello","Ping","Sung-chul","Baek-in","Gontard","Ky-chun","Gernulf","Trude",0.291666666666667
62,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,54,"South Korea","treat","Female","Male","Male","Male","Female","Female","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Udo","Yeong-hui","Yong-pil","Job-Gunter","Ciro","Canfa","Li","Jan","Anty","Shenggen","Kil-nam","Longjin","Lino","Renato","Luis","Wedig","Xuhua","Bong-ho","Gontard","Gerardo","Beatrix","In-jin","Sung-chul","Xinyuan",0
63,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,28,"South Korea","treat","Male","Male","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Choong-soo","Ferdinando","Claus-Peter","Dino","Luis","Baek-in","Roberto","Junliang","Shenggen","Choon-mie","Engelbert","Job-Gunter","Isabel","Jong-sei","Yunhui","Renata","Kwang-je","Ditmar","Canfa","Longjin","Ludger","Bong-ho","Xinyuan","Gerardo",0
64,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,23,"South Korea","control","Female","Male","Female","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Female","Weilie","Demetrio","Renata","Dino","Luis","Ping","Ky-chun","Claus-Peter","Sung-chul","Xuetao","Longjin","Bong-ho","Ludger","Roberto","Yeong-hui","Job-Gunter","In-jin","Choong-soo","Gerardo","Miaoqing","Bettine","Udo","Gontard","Jinghua",0
65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,"South Korea","control","Unknown","Unknown","Female","Male","Male","Unknown","Unknown","Unknown","Female","Male","Male","Female","Male","Unknown","Unknown","Unknown","Male","Female","Unknown","Male","Unknown","Male","Male","Male","Gernulf","Canfa","Augusta","Roberto","Ky-chun","Heike","Ludger","Jinghua","Sung-hee","Luis","Dong","Jan","Yong-pil","Ping","Renato","Xuetao","In-jin","Weilie","Gontard","Choong-soo","Ditmar","Gerardo","Ferdinando","Kwang-je",0.416666666666667
66,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,33,"South Korea","treat","Male","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Unknown","Male","Male","Unknown","Male","Male","Male","Male","Male","Male","Unknown","Female","Male","Sung-chul","Baek-in","Yong-pil","Wedig","Ludger","Dino","Hei-sook","Gerardo","Gontard","Alma","Shenggen","Xiaoyi","Demetrio","Ky-chun","Jinghua","Longjin","Roberto","Udo","Ciro","Gernulf","Canfa","Weilie","Greta","Choong-soo",0.125
67,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,"South Korea","treat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sung-chul","Jan","Demetrio","Ludger","Kwang-je","Longjin","Trude","Ping","Ciro","Lucetta","Engelbert","Jinghua","Xinyuan","Renato","Xuhua","Wedig","Lino","Kil-nam","Hwa-jin","Wenying","Roberto","Ditmar","Ky-chun","Bong-ho",NA
68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,"South Korea","control","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Jan","Ditmar","Xuetao","Dino","Yong-pil","Hong-nam","Ciro","Xuhua","Longjin","Wedig","Li","Roberto","Choong-soo","Demetrio","Engelbert","Baek-in","Ludger","Trude","Lino","Xinyuan","Anty","Canfa","Kil-nam","Bong-ho",0
69,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,29,"South Korea","treat","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Male","Female","Female","Female","Male","Male","Female","Female","Male","Female","Ditmar","Demetrio","Job-Gunter","Lionello","Xuhua","Kil-nam","Lino","Gernulf","Engelbert","Junliang","Ciro","Jong-sei","Xuetao","Ferdinando","Bong-ho","Sung-hee","Greta","In-jin","Yong-pil","Udo","Ning","Eugenia","Longjin","Jinghua",0.0416666666666667
70,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,"South Korea","control","Unknown","Male","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Female","Male","Male","Male","Male","Jinghua","Luis","Ciro","Zhizhen","Canfa","Choong-soo","Hong-nam","Xinyuan","Wedig","Jong-sei","Roberto","Baek-in","Xuhua","Heike","Ky-chun","Renato","Junliang","Engelbert","Ditmar","Maria","Ludger","Gontard","Ferdinando","Bong-ho",0.375
71,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,26,"South Korea","treat","Female","Female","Male","Male","Male","Male","Female","Female","Female","Male","Unknown","Female","Female","Male","Male","Female","Unknown","Male","Male","Male","Male","Male","Male","Male","Wedig","Shenggen","Roberto","Ky-chun","Gerardo","Kil-nam","Wenying","Augusta","Junliang","Ludger","Heike","Xinyuan","Yeong-hui","Ferdinando","Bong-ho","Xuhua","Longjin","Kwang-je","Gontard","Job-Gunter","Ditmar","Luis","Renato","Yong-pil",0.0833333333333333
72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,"South Korea","control","Male","Female","Unknown","Male","Male","Unknown","Unknown","Male","Male","Male","Male","Male","Male","Male","Unknown","Unknown","Unknown","Female","Unknown","Female","Female","Unknown","Male","Female","Udo","Lucetta","Xuhua","Job-Gunter","Luis","Jinghua","Ciro","Gerardo","Choong-soo","Ky-chun","Sung-chul","Lino","Gontard","Engelbert","Jong-sei","Longjin","Junliang","Beatrix","Wedig","Ning","Weilie","Renato","Kil-nam","In-young",0.333333333333333
73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,36,"South Korea","control","Female","Male","Male","Female","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Female","Female","Male","Female","Male","Male","Male","Ethel","Ludger","Xuetao","Xuhua","Jan","Xinyuan","Dino","Baek-in","Weilie","Hong-nam","Yinhe","Gernulf","Gerardo","Kil-nam","Ditmar","Ferdinando","Roberto","Kwang-je","Ping","Ky-chun","Renata","Gontard","Sung-chul","Renato",0
74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,33,"South Korea","treat","Female","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Male","Unknown","Female","Male","Male","Female","Female","Male","Jinghua","Yong-pil","Augusta","Choong-soo","Gernulf","Choon-mie","Jan","Bong-ho","Ludger","Ky-chun","Kwang-je","Renato","Dino","Udo","Demetrio","Yunhui","Xuetao","Canfa","Longjin","Ferdinando","Ciro","Xinyuan","Wedig","Trude",0.0416666666666667
75,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,34,"South Korea","control","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Male","Choong-soo","Yeong-hui","Ciro","Anty","Gerardo","Kil-nam","Shenggen","Xuhua","Baek-in","Xinyuan","Renato","Canfa","Jan","Yong-pil","Ping","Luis","Bong-ho","Ludger","Wedig","Job-Gunter","Lionello","Xiaoyi","Greta","Udo",0
76,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,"South Korea","treat","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Male","Female","Choong-soo","Sung-chul","Xiaoyi","Roberto","Xuhua","Isabel","Yeong-hui","Junliang","Weilie","Dino","Kil-nam","Claus-Peter","Renato","Shenggen","Jan","Job-Gunter","Jinghua","Ferdinando","Luis","Yong-pil","Jong-sei","Ludger","Engelbert","Maria",0
77,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,51,"South Korea","control","Female","Male","Male","Male","Female","Male","Female","Male","Female","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Xuhua","Choong-soo","Ferdinando","Udo","Mariassunta","Renato","Canfa","Junliang","Xinyuan","Ditmar","In-young","Dino","Weilie","Gontard","Ky-chun","Sung-chul","Jan","Kwang-je","Mechtild","Gernulf","Lino","Yinhe","Baek-in","Demetrio",0
78,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,56,"South Korea","treat","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Male","Male","Female","Female","Male","Female","Male","Male","Male","Male","Male","Female","Male","Xinyuan","Choong-soo","Ludger","Yong-pil","Roberto","Wedig","In-jin","Weilie","Gontard","Ferdinando","Xuhua","Gerardo","Kwang-je","Stefania","Bettine","Ditmar","Li","Hong-nam","Xuetao","Dino","Junliang","Jan","Ciro","Bong-ho",0
79,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,24,"South Korea","control","Male","Male","Male","Male","Female","Male","Female","Male","Male","Male","Female","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Male","Female","Male","Engelbert","Junliang","Ky-chun","Jong-sei","Gernulf","Sung-hee","Greta","Yong-pil","Claus-Peter","Job-Gunter","Kwang-je","Roberto","Jinghua","Ping","Renato","Alma","Gerardo","Ferdinando","Dong","Shenggen","Demetrio","Ludger","Canfa","Choong-soo",0
80,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,28,"South Korea","treat","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Female","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Job-Gunter","Baek-in","Xuhua","Lino","Renato","Ping","Roberto","Shenggen","Yong-pil","Udo","Yeong-hui","Ditmar","Xiaoyi","Dino","Canfa","Trude","Gerardo","Bong-ho","Kil-nam","Xinyuan","Kwang-je","Ludger","Claus-Peter","Anty",0.75
81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,25,"South Korea","control","Unknown","Female","Male","Male","Unknown","Male","Male","Female","Female","Male","Male","Unknown","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Heike","Yeong-hui","Longjin","Sung-chul","Weilie","Engelbert","Ludger","Jinghua","Ping","Gernulf","Ferdinando","Wenying","Maria","Jong-sei","Junliang","Lino","Jan","Roberto","Bong-ho","Gontard","Choong-soo","Renato","Yong-pil","Luis",0.125
82,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,31,"South Korea","treat","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Shenggen","Dino","Canfa","Choong-soo","Renato","Kwang-je","Baek-in","Xiaoyi","Claus-Peter","Trude","Ludger","Ferdinando","Wedig","Xinyuan","Gontard","Jinghua","Bong-ho","Dora","Bok-ryeo","Gerardo","Ping","Ky-chun","Ditmar","Lino",0
83,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,26,"South Korea","treat","Female","Male","Male","Male","Unknown","Male","Female","Male","Male","Male","Unknown","Male","Female","Unknown","Male","Male","Unknown","Male","Male","Female","Unknown","Female","Unknown","Female","Xinyuan","Job-Gunter","Gernulf","Jan","Shenggen","Gerardo","Stefania","Yong-pil","Demetrio","Renato","Hei-sook","Luis","Jinghua","Xuetao","Kil-nam","Gontard","In-jin","Ludger","Ferdinando","Ping","Kwang-je","Zhizhen","Choong-soo","Ana",0.25
84,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,23,"South Korea","control","Male","Unknown","Male","Male","Female","Female","Female","Male","Female","Male","Male","Unknown","Male","Female","Male","Male","Male","Male","Male","Unknown","Female","Male","Male","Male","Renato","Jong-sei","Xuetao","Sung-chul","Bettine","Junliang","Ping","Ditmar","Yunhui","Ludger","Lino","Longjin","Baek-in","Jinghua","Roberto","Engelbert","Claus-Peter","Gontard","Bong-ho","Kwang-je","Maria","Lionello","Sung-hee","Ciro",0.125
85,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32,"South Korea","treat","Unknown","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Male","Female","Male","Male","Female","Unknown","Unknown","Male","Female","Male","Male","Male","Unknown","Male","Xuhua","Shenggen","Gontard","Ciro","Yong-pil","Ferdinando","Wedig","Demetrio","Renato","Udo","Engelbert","Sung-hee","Jong-sei","Kil-nam","Melanie","Wenying","Ping","Sung-chul","Xinyuan","Gernulf","Lionello","Augusta","Junliang","Choong-soo",0.208333333333333
86,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,35,"South Korea","control","Male","Male","Male","Female","Male","Female","Female","Male","Male","Male","Male","Female","Male","Male","Female","Male","Female","Male","Male","Male","Female","Male","Male","Male","Lino","Ludger","Gontard","Longjin","Gerardo","Canfa","Miaoqing","Ferdinando","Renata","Yong-pil","Ditmar","Xuetao","Gernulf","Kwang-je","Ping","Luis","Greta","Renato","Engelbert","Bong-ho","Xinyuan","Ky-chun","In-ho","Baek-in",0
87,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,"South Korea","control","Female","Female","Male","Male","Female","Male","Male","Male","Female","Female","Female","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Female","Female","Male","Yong-pil","Ning","Gernulf","Gontard","Longjin","Ping","Ditmar","Claus-Peter","Xuetao","Ana","Stefania","Baek-in","Hong-nam","In-jin","Canfa","Jan","Kwang-je","Luis","Renato","Shenggen","Sung-chul","Lino","Ciro","Lionello",0
88,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,26,"South Korea","treat","Male","Unknown","Male","Male","Male","Male","Male","Female","Male","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Unknown","Male","Male","Male","Male","Unknown","Male","Male","Ferdinando","Xinyuan","Ditmar","Baek-in","Gerardo","Luis","Gernulf","Maria","Kwang-je","Jinghua","Ping","Dong","Shenggen","Engelbert","In-young","Yong-pil","Junliang","Roberto","Renato","Mechtild","Gontard","Jan","In-jin","Ky-chun",0.291666666666667
89,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,35,"South Korea","control","Male","Male","Female","Unknown","Female","Male","Female","Unknown","Male","Unknown","Female","Male","Unknown","Male","Unknown","Unknown","Female","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Dino","Ky-chun","In-jin","Xuetao","Mariassunta","Luis","Lionello","Trude","Kil-nam","Longjin","Jan","Gerardo","Demetrio","Bong-ho","Claus-Peter","Shenggen","In-young","Xuhua","Sung-chul","Job-Gunter","Ping","Gontard","Yunhui","Wedig",0.5
90,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,38,"South Korea","treat","Male","Male","Female","Female","Male","Female","Female","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Male","Female","Female","Jinghua","Udo","Canfa","Bok-ryeo","Demetrio","Longjin","Stefania","Renato","Gontard","Engelbert","Ky-chun","Lionello","Yong-pil","Ping","Jong-sei","Claus-Peter","Ditmar","Ferdinando","Choong-soo","Bettine","Lino","Sung-chul","Xiaoyi","Xinyuan",0
